0 6.198883056640625e-07 2.86102294921875e-07 4.291534423828125e-07
100 0.0007173538208007813 0.0005033493041992187 0.00024433135986328124
200 0.0029688358306884767 0.0018924713134765626 0.0008429527282714844
300 0.007117080688476563 0.004502153396606446 0.001962900161743164
400 0.013113164901733398 0.008228588104248046 0.003812074661254883
500 0.021381092071533204 0.013416433334350586 0.006226730346679687
600 0.032839202880859376 0.0199373722076416 0.009375047683715821
700 0.04431428909301758 0.027303028106689452 0.013226127624511719
800 0.05809173583984375 0.03696374893188477 0.017583131790161133
900 0.07512154579162597 0.04597539901733398 0.021643972396850585
1000 0.09264163970947266 0.05704236030578613 0.026873111724853516
1100 0.11304817199707032 0.06988458633422852 0.032112503051757814
1200 0.1334503173828125 0.08270826339721679 0.03785581588745117
1300 0.15673565864562988 0.09945979118347167 0.044561243057250975
1400 0.18425774574279785 0.11369619369506836 0.052078866958618165
1500 0.20981717109680176 0.13532257080078125 0.061774063110351565
1600 0.2464162826538086 0.15308523178100586 0.06885089874267578
1700 0.2704833984375 0.1721799373626709 0.0787043571472168
1800 0.30986461639404295 0.18945326805114746 0.08487091064453126
1900 0.3422645092010498 0.2118002414703369 0.09473028182983398
2000 0.38017983436584474 0.23345060348510743 0.10561666488647461
2100 0.4172044277191162 0.25861263275146484 0.11620378494262695
2200 0.4586786270141602 0.28551478385925294 0.12897019386291503
2300 0.499846363067627 0.3118736743927002 0.14029426574707032
2400 0.5459834575653076 0.33904576301574707 0.15299339294433595
2500 0.5987760543823242 0.37198972702026367 0.1732738971710205
2600 0.6431619167327881 0.4000997066497803 0.179241943359375
2700 0.696445894241333 0.4316132068634033 0.1927109718322754
2800 0.7526080131530761 0.4644626617431641 0.2085103988647461
2900 0.813499116897583 0.5100135326385498 0.22712559700012208
3000 0.8626223564147949 0.5407408237457275 0.2422938823699951
3100 0.9198030471801758 0.5757229804992676 0.26334657669067385
3200 0.9765877246856689 0.6185216426849365 0.27699737548828124
3300 1.0431095600128173 0.6536953449249268 0.29367990493774415
3400 1.1107337951660157 0.6912641048431396 0.31118154525756836
3500 1.1794359683990479 0.7375726222991943 0.3289090633392334
3600 1.2452795505523682 0.7764030456542969 0.3486478328704834
3700 1.3202314853668213 0.8173481464385987 0.3650655269622803
3800 1.3883890628814697 0.8613950729370117 0.38874235153198244
3900 1.4567688941955566 0.9058582782745361 0.40424232482910155
